"Header & Timestamp";"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";"24";"25";"26";"27";"28";"29";"30";"31";"32";"33";"34";"35";"36";"37";"38";"39";"40";"41";"42";"43";"44";"45";"46";"47";"48";"49";"50";"51";"52";"53";"54";"55";"56";"57";"58";"59";"60";"61";"62";"63";"64";"65";"66";"67";"68"
"2024-08";"40855,422";"2627725,551";"0,898";"16841,435";"120690,214";"688816,967";"170384,752";"127718,623";"25886,8";"744351,658";"1894690,449";"1885387,891";"2069250,057";"1347024,18";"5160795,925";"5029919,435";"4221179,283";;"538543,977";"341750,616";"845598,089";"9863,266";"25142,816";"0";"2348,76";"1754511,401";"1763247,524";"4518581,054";"29178,53";"3265708,8";"4250357,814";"227367,819";"4477725,632";"511338,381";"2498666,704";"1389853,052";"3888519,756";"1888,15";"148863,345";"47500,981";"169900,934";"368153,41";"253324,142";"125755,448";"64252,293";"811485,293";"391804,89";"960706,718";"0,062";"1352511,67";"6052516,719";"0";"5048104,757";"126899,822";"234730,834";"5409735,413";"1763247,524";"1894690,449";"511338,381";"5921073,794";"7621564";"198688,381";"0,895";"45554,15";"9080,716";"429416,647";"42828,872";"4038726,754"
"2024-09";"40757,385";"2861692,986";"1,154";"39778,207";"254596,093";"602104,618";"392738,518";"82422,685";"25049";"532431,603";"1929120,724";"1920544,395";"2202166,535";"1219596,903";"5430604,241";"5089135,785";"4294413,472";;"621296,902";"199331,953";"719544,315";"28706,168";"11132,157";"0";"6651,386";"1579075,939";"1586662,881";"4593529,41";"37227,861";"3265708,8";"4331641,333";"221130,692";"4552772,025";"495606,375";"2741060,468";"1272761,287";"4013821,755";"3210,822";"121907,941";"46319,629";"222217,712";"393656,104";"230034,994";"117429,75";"53681,124";"794801,972";"814370,55";"677155,306";"0,178";"1491526,034";"6300149,761";"0";"5097410,195";"137245,878";"227429,47";"5462085,543";"1586662,881";"1929120,724";"495606,375";"5957691,918";"7766831";"178302,662";"0,934";"43102,853";"8628,545";"538893,933";"53164,384";"4042626,918"
"2024-10";"55750,306";"2636730,706";"1,535";"73755,548";"120013,565";"1023753,424";"457605,662";"110269,472";"25976,7";"387926,481";"2199300,852";"2190204,186";"2665987,156";"1556802,544";"6455789,697";"5347222,684";"4652201,007";;"358847,45";"247876,903";"360910,482";"69237,958";"4544,758";"0";"49048,637";"1081637,173";"1090466,188";"5002061,219";"45274,498";"3265708,8";"4697475,505";"248835,408";"4946310,913";"345161,465";"3303994,888";"1619740,988";"4923735,876";"2533,126";"111688,386";"59174,283";"525999,596";"699395,391";"249431,038";"98067,217";"75429,54";"1122323,186";"755173,931";"508458,351";"0,011";"1263632,293";"7309691,355";"0";"5441225,084";"157155,743";"257314,399";"5855695,226";"1090466,188";"2199300,852";"345161,465";"6200856,691";"7904486";"195739,119";"1,115";"44681,663";"9009,141";"638007,732";"62938,444";"4042626,918"
"2024-11";"69649,488";"2287171,405";"0,944";"9421,171";"276450,661";"496529,204";"465098,946";"112781,334";"25153,1";"482296,603";"1867731,019";"1854523,802";"1548715,434";"971496,084";"5443667,15";"5785481,829";"5025712,837";;"780188,401";"272837,852";"1064366,76";"42248,388";"16532,218";"0";"30183,151";"2196338,481";"2206356,77";"5389896,201";"27883,986";"3265708,8";"5053596,823";"266649,89";"5320246,713";"395585,628";"1881493,571";"1003833,754";"2885327,325";"3566,507";"145703,548";"52417,569";"1683759,391";"1885447,015";"262793,863";"123275,606";"77920,727";"2349437,211";"738409,933";"370323,567";"0";"1108733,5";"6343498,036";"0";"5855324,531";"158603,431";"272610,197";"6286538,159";"2206356,77";"1867731,019";"395585,628";"6682123,787";"8129777";"209090,408";"1,457";"44831,064";"8870,934";"332778,137";"32337,67";"4043064,33"
"2024-12";"72049,439";"1889295,097";"0,969";"3365,917";"380443,027";"361909,414";"553351,336";"188858,294";"26185,8";"564756,489";"2078870,277";"2063979,69";"1554717,742";"974624,734";"5484592,774";"6131164,424";"5290349,338";;"988320,393";"253697,009";"1430808,94";"18230,124";"5416,789";"0";"23062,797";"2710551,34";"2719536,052";"5694584,772";"30966,673";"3265708,8";"5321316,011";"301219,322";"5622535,333";"436579,652";"1838412,292";"1002078,895";"2840491,187";"3758,529";"152900,383";"52263,665";"1553764,84";"1762687,417";"306587,423";"118289,571";"81026,312";"2268590,723";"935914,231";"306983,524";"0";"1242897,755";"6351979,665";"0";"6089250,629";"159405,903";"307409,256";"6556065,788";"2719536,052";"2078870,277";"436579,652";"6992645,44";"8353406";"242953,899";"1,465";"54747,885";"8884,174";"283694,55";"27454,161";"4092154,125"
"2025-01";"76579,66";"1334292,906";"0,973";"5587,736";"338934,926";"389641,127";"447570,226";"180148,481";"26027,3";"508600,239";"1896510,035";"1881966,472";;;"5591905,97";"6406853,572";"5489583,953";;"1094776,201";"214040,844";"1335895,974";"41694,788";"4244,928";"0";"16254,274";"2696914,074";"2706907,009";"5914363,375";"32939,109";"3265708,8";"5522523,061";"315260,653";"5837783,715";"492490,197";"1778956,44";"1161952,852";"2940909,292";"4906,324";"145040,946";"58983,145";"1784907,656";"1993838,071";"290139,252";"124302,01";"84511,632";"2492790,965";"747973,998";"361994,177";;"1109968,175";"6543668,432";"0";"6363206,746";"171057,216";"327311,247";"6861575,209";"2706907,009";"1896510,035";"492490,197";"7354065,406";"8509459";;;;;;;"4061891,125"
"2025-02";"64146,897";"774327,387";"0,853";"2547,891";"317245,441";"356434,712";"466050,652";"151070,025";"23561,8";"504373,07";"1821283,591";"1806107,313";;;"4943994";"5624853,547";"4905919,549";;"967272,973";"209090,957";"1227739,078";"58628,754";"985,704";"0";"32261,032";"2486966,86";"2495978,498";"5268477,242";"28365,157";"3265708,8";"4934284,706";"270045,639";"5204330,345";"356376,305";"1418607,28";"1022676,831";"2441284,111";"4126,206";"124161,363";"57699,081";"1694541,935";"1880528,585";"270556,483";"116169,974";"69852,607";"2337107,649";"625751,404";"520005,215";;"1145756,619";"5924148,379";"0";"5813005,041";"147861,023";"281600,917";"6242466,981";"2495978,498";"1821283,591";"356376,305";"6598843,286";"8595467";;;;;;;"4063692,125"
"2025-03";"49357,636";"501873,289";"0,675";"22483,185";"386629,033";"338830,246";"336406,002";"147122,091";"25977,3";"207445,191";"1464893,048";"1449795,947";;;"4786123,505";"5670158,448";"4831381,824";;"869365,568";"139420,212";"1090187,672";"92499,638";"1099,556";"0";"151645,203";"2333830,89";"2344217,849";"5169112,437";"35938,425";"3265708,8";"4867320,249";"252434,552";"5119754,801";"501046,011";"1520839,662";"867627,451";"2388467,113";"3094,061";"144308,433";"61464,29";"1119407,035";"1328273,819";"301713,62";"123516,59";"69693,318";"1823197,347";"858170,501";"833431,127";;"1691601,628";"5903266,088";"0";"5875891,913";"144623,15";"261029,815";"6281544,878";"2344217,849";"1464893,048";"501046,011";"6782590,889";"8759467";;;;;;;"4071347,125"
"2025-04";"43943,981";"453325,347";"0,76";"46655,831";"248947,12";"553745,951";"470394,176";"170701,87";"25184,3";"375286,916";"1890916,164";"1873818,404";;;"5217834,68";"4973531,973";"4208789,201";;"543362,402";"236445,23";"735343,885";"66806,85";"1263,954";"0";"56730,795";"1629515,697";"1639953,116";"4513321,023";"42790,907";"3265708,8";"4251580,106";"217796,934";"4469377,042";"460210,95";"2079026,023";"927123,413";"3006149,436";"1061,839";"141303,751";"54588,794";"608309,901";"805264,285";"271211,698";"128966,235";"73816,308";"1279258,526";"929745,942";"1065425,718";;"1995171,66";"6280579,622";"0";"5199282,317";"144770,469";"225352,838";"5569405,624";"1639953,116";"1890916,164";"460210,95";"6029616,574";"8892010";;;;;;;"4071147,125"
"2025-05";"40699,526";"713466,186";"0,726";"35344,78";"135359,69";"564744,746";"438806,384";"114391,009";"26076,7";"565710,382";"1880433,691";"1863499,502";;;"5124560,683";"5069531,799";"4178758,848";;"567807,325";"376151,342";"821129,797";"30937,968";"14038,589";"0";"8262,813";"1808470,618";"1818327,834";"4488786,194";"53427,239";"3265708,8";"4232186,087";"215900,581";"4448086,668";"580745,605";"2543858,033";"1159438,637";"3703296,67";"32,993";"123010,715";"56259,219";"151017,955";"330320,882";"272399,413";"123342,294";"67795,378";"793857,967";"572072,584";"1072950,061";;"1645022,645";"6142177,282";"0";"5123047,749";"147702,928";"228575,143";"5499325,82";"1818327,834";"1880433,691";"580745,605";"6080071,425";"9046615";;;;;;;"4068947,125"
"2025-06";"40596,889";"1633949,441";"0,748";"45131,502";"257613,315";"570628,729";"330493,696";"177364,097";"25224,9";"646161,582";"2052617,821";"2040365,237";;;"5284950,439";"4960595,432";"3965208,417";;"498968,102";"290886,663";"859168,88";"46348,832";"15082,105";"0";"14487,88";"1716010,23";"1724942,462";"4271520,602";"50701,304";"3265708,8";"4015909,721";"215013,992";"4230923,713";"689074,83";"2543866,369";"1196804,492";"3740670,861";"193,398";"147719,686";"55750,275";"134662,325";"338325,684";"213230,247";"127971,387";"74012,734";"753540,052";"579405,685";"1348797,931";;"1928203,616";"6422414,529";"0";"5028422,204";"150627,177";"226614,959";"5405664,34";"1724942,462";"2052617,821";"689074,83";"6094739,17";"9150552";;;;;;;"4112601,125"
"2025-07";"40930,324";"2289127,738";"0,858";"36987,789";"300312,459";"567790,233";"520779,274";"129185,562";"26133,8";"732727,98";"2313917,097";"2299573,119";;;"5644373,825";"5007270,389";"4154487,087";;"644753,5";"167925,081";"729140,021";"72863,882";"52979,112";"0";"6306,372";"1662469,683";"1673967,968";"4473098,742";"48572,604";"3265708,8";"4203059,689";"229108,727";"4432168,418";"534171,647";"2791030,7";"1211160,206";"4002190,906";"187,289";"181687,398";"57689,016";"166826,235";"406389,938";"248005,492";"135143,018";"75202,107";"864740,555";"757418,816";"1104645,384";;"1862064,2";"6728995,661";"0";"5165037,689";"152014,908";"237822,288";"5554874,885";"1673967,968";"2313917,097";"534171,647";"6089046,532";"9288158";;;;;;;"4182881,125"
"2025-08";"37921,003";"2484027,778";"0,906";"28902,751";"295353,435";"797816,273";"382423,286";"163600,119";"26217";"454049,671";"2148362,535";"2135192,057";;;"5458994,15";"4875319,103";"3999254,829";;"609971,429";"152528,451";"637027,461";"105545,106";"7173,464";"0";"52117,204";"1551517,01";"1564363,115";"4321885,655";"52738,769";"3265708,8";"4051993,598";"231971,054";"4283964,652";"553433,448";"2610062,512";"1410313,167";"4020375,679";"210,339";"181308,455";"48448,804";"101860,589";"331828,187";"252231,481";"126056,636";"68956,676";"779072,98";"538386,469";"1221086,275";;"1759472,744";"6558921,403";"0";"5026896,306";"151784,649";"242807,58";"5421488,535";"1564363,115";"2148362,535";"553433,448";"5974921,983";"9369809";;;;;;;"4245331,125"
"2025-09";"36360,536";"2496827,97";"0,823";"11639,507";"173335,796";"442293,648";"222509,056";"182732,206";"25308,2";"441021,858";"1498840,271";"1484769,661";;;"4461160,489";"4926263,261";"4174278,121";;"469700,002";"351307,443";"920037,999";"184890,448";"134,134";"0,1";"32470,223";"1949872,433";"1958540,349";"4490008,01";"44932,115";"3265708,8";"4219210,236";"234437,238";"4453647,474";"436255,251";"2113839,665";"1102944,061";"3216783,726";"85,738";"165175,94";"52187,623";"236633,786";"454083,087";"246521,107";"115425,408";"46661,458";"862691,06";"574318,508";"865476,525";;"1439795,033";"5519269,819";"0";"5162194,867";"135355,511";"245164,268";"5542714,646";"1958540,349";"1498840,271";"436255,251";"5978969,897";"9491857";;;;;;;"4302620,125"
"2025-10";"45918,272";"2375922,876";"0,849";"11031,357";"180164,189";"333767,724";"353344,446";"150218,407";"26238,5";"636408,15";"1691172,773";"1675574,504";;;"5006197,757";"5429400,91";"4675551,874";;"593177,499";"346776,636";"1081869,83";"77994,368";"148,978";"0";"8812,701";"2098777,657";"2108780,012";"5007322,61";"41151,34";"3265708,8";"4716703,213";"244701,124";"4961404,338";"422078,3";"1912421,551";"914329,782";"2826751,333";"367,528";"186884,642";"52732,794";"917498,083";"1157483,047";"282624,789";"119717,826";"65782,97";"1625608,632";"1011005,974";"638614,233";;"1649620,207";"6101980,172";"0";"5692241,097";"148441,899";"256826,115";"6097509,111";"2108780,012";"1691172,773";"422078,3";"6519587,411";"9715882";;;;;;;"4302624,125"
"2025-11";"49469,292";"2168533,72";"0,864";"6587,771";"94712,67";"273393,849";"449204,17";"149544,41";"25305,2";"473348,239";"1472096,309";"1454847,908";;;"4565818,153";"5742902,58";"5064317,983";;"1050511,607";"374221,125";"1169965,78";"22737,962";"4,185";"0";"23711,508";"2631932,335";"2641152,167";"5414034,002";"32332,519";"3265708,8";"5096650,503";"267914,208";"5364564,71";"328868,578";"1747109,924";"815470,841";"2562580,765";"866,125";"157350,796";"42929,728";"1145195,799";"1346342,448";"293404,034";"110242,185";"81546,285";"1831534,952";"755282,338";"469097,067";;"1224379,405";"5618495,122";"0";"6035894,703";"141354,52";"281433,179";"6458682,402";"2641152,167";"1472096,309";"328868,578";"6787550,98";"9800430";;;;;;;"4289024,125"
"2025-12";"56687,39";"1862919,638";"0,752";"2310,025";"92260,683";"240809,672";"489894,612";"132135,103";"25382,9";"508672,684";"1491465,679";"1470923,741";;;"4533058,853";"6110418,557";"5361471,305";;"1196194,593";"358913,405";"1456438,776";"27937,646";"93,74";"0";"17151,743";"3048283,445";"3056729,903";"5739751,224";"29056,448";"3265708,8";"5390527,753";"292536,081";"5683063,834";"370667,333";"1493480,652";"841348,129";"2334828,781";"861,117";"163089,338";"55398,796";"1524912,862";"1744262,113";"312668,038";"124829,783";"89359,347";"2271119,281";"605629,008";"307567,574";;"913196,582";"5519144,644";"0";"6266575,718";"142967,836";"304197,981";"6713741,535";"3056729,903";"1491465,679";"370667,333";"7084408,868";"9939417";;;;;;;"4289024,125"
"2026-01";"66907,266";"1312931,719";"0,624";"2214,977";"202729,269";"335188,777";"442139,746";"176801,197";"26191,7";"331785,98";"1517051,646";"1503396,778";;;"5092688,746";"6711026,868";"5814719,237";;"1163186,831";"416477,458";"1478267,93";"29909,334";"169,293";"0";"43416,683";"3121734,9";"3131427,529";"6226417,611";"28198,59";"3265708,8";"5842917,828";"316592,518";"6159510,345";"484609,257";"1167199,589";"1112505,358";"2279704,947";"2094,173";"159109,724";"55889,147";"2009037,492";"2226130,536";"284723,162";"121769,787";"99076,242";"2731699,727";"753070,777";"445132,17";;"1198202,947";"6209607,621";"0";"6852225,425";"154877,834";"332270,988";"7339374,247";"3131427,529";"1517051,646";"484609,257";"7823983,504";"10052456";;;;;;;"4331014,125"
