"Header & Timestamp";"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";"24";"25";"26";"27";"28";"29";"30";"31";"32";"33";"34";"35";"36";"37";"38";"39";"40";"41";"42";"43";"44";"45";"46";"47";"48";"49";"50";"51";"52";"53";"54";"55";"56";"57";"58";"59";"60";"61";"62";"63";"64";"65";"66"
"2016-02";"84464,97";"1110195,159";"1,307";"2192,3";"773260,367";"298430,101";"176808,78";"165728,491";"24383,4";"176823,624";"1617627,063";"1594142,618";"1809842,643";"837523,287";"4929026,014";"5822483,978";"5016147,962";"2454079,48";"817579,8";"18245,419";"1515935,141";"78356,77";"170,059";"0";"66322,064";"2487600,582";"2496609,253";"5425193,705";"35733,611";"3277784,2";"5051881,573";"288847,162";"5340728,735";"397290,273";"2112287,876";"868049,563";"2980337,439";"290146,09";"166786,323";"172517,827";"831636,122";"1461086,362";"265770,798";"110067,459";"80384,233";"1917308,852";"614315,773";"48764,638";"0,895";"663081,306";"5568185,038";"7457,441";"5565781,089";"184617,176";"299478,69";"6049876,955";"2496609,253";"1617627,063";"397290,273";"6447167,228";"213890,243";"95,089";"48860,618";"2924,848";"302445,233";"30526,276"
"2016-03";"78892,741";"723569,12";"0,904";"169,1";"889763,848";"298160,079";"155892,01";"160879,909";"25819";"115238,428";"1645922,374";"1623443,874";"1585592,898";"795418,899";"4478445,29";"5903906,082";"5208755,505";"2215969,18";"1194004,6";"11487,48";"1647308,579";"111794,784";"4272,143";"0";"87282,602";"3048904,666";"3056150,188";"5607199,86";"35179,837";"3277784,2";"5243935,344";"284371,777";"5528307,119";"296706,222";"1878731,6";"824589,077";"2703320,677";"302717,224";"152041,377";"148746,123";"764802,335";"1368307,059";"285492,883";"120325,658";"67875,103";"1842000,703";"516980,67";"85422,852";"0,001";"602403,523";"5154835,156";"7110,253";"5792708,392";"180830,761";"294817,595";"6268356,748";"3056150,188";"1645922,374";"296706,222";"6565062,97";"229274,994";"12,855";"53058,205";"3146,829";"293138,702";"29170,178"
"2016-04";"59336,947";"603373,684";"0,956";"6333,4";"476306,394";"230201,566";"422048,89";"139557,521";"25016,7";"412613,556";"1712078,027";"1689840,075";"2054190,346";"888155,426";"4787290,256";"5199190,498";"4594928,289";"2181009,619";"992330,6";"48648,364";"1050939,174";"8452,538";"7210,632";"0";"3555,399";"2101740,317";"2111136,707";"4934317,349";"34860,344";"3277784,2";"4629788,632";"245191,769";"4874980,402";"264873,149";"2572824,008";"941587,233";"3514411,241";"141135,553";"131428,518";"17128,21";"603134,822";"892827,103";"259226,898";"108562,569";"86168,049";"1346784,619";"488108,862";"108927,616";"0,007";"597036,485";"5460963,239";"2730,894";"5182844,267";"156647,119";"255657,384";"5595148,77";"2111136,707";"1712078,027";"264873,149";"5860021,919";"204953,489";"158,759";"51029,658";"3084,992";"518633,662";"53431,807"
"2016-05";"46466,934";"866411,481";"0,938";"32645,1";"459461,292";"306532,044";"444580,032";"120424,675";"25966,5";"358445,477";"1748055,12";"1735649,416";"2532907,213";"1090393,781";"5124488,888";"5154235,122";"4459361,543";"2314964,414";"757498,2";"17088,63";"984746,096";"5791,03";"7872,802";"0";"4838,297";"1765395,65";"1777835,055";"4785192,901";"38808,066";"3277784,2";"4498169,609";"240556,358";"4738725,967";"369042,221";"3154300,104";"1154550,895";"4308850,999";"20175,792";"179311,314";"45236,524";"248165,553";"492889,183";"270552,58";"120456,008";"84755,691";"968653,462";"493583,429";"122994,709";"4,844";"616582,982";"5897698,595";"3611,152";"5155432,225";"152735,306";"250268,778";"5558436,309";"1777835,055";"1748055,12";"369042,221";"5927478,53";"216479,526";"57,652";"50951,027";"3064,375";"621392,891";"64157,114"
"2016-06";"51380,943";"1747592,304";"1,073";"48207,8";"265883,029";"458201,373";"281590,714";"141766,744";"22890,5";"269169,532";"1487709,692";"1476110,807";"2864879,075";"1506563,482";"5605391,664";"5061673,688";"4448100,834";"2470651,289";"355161,7";"57860,233";"509183,468";"8330,01";"2710,154";"0";"10737,883";"932392,831";"943983,448";"4781846,294";"41301,773";"3277784,2";"4489402,608";"241062,744";"4730465,351";"279827,394";"3532283,556";"1575794,165";"5108077,721";"21575,772";"188682,297";"54633,276";"196656,547";"461547,892";"257522,154";"121891,023";"82063,288";"923024,357";"230221,71";"131446,539";"0,666";"361668,915";"6397118,98";"4347,987";"5160204,908";"159943,551";"253416,883";"5573565,342";"943983,448";"1487709,692";"279827,394";"5853392,736";"206142,039";"60,367";"48399,082";"2920,666";"667404,481";"69230,683"
"2016-07";"49799,508";"2218145,326";"1,086";"8742,2";"530604,425";"515088,796";"243838,34";"180599,729";"25872,6";"459210,269";"1963956,359";"1949941,886";"2785458,277";"1539732,962";"5690963,206";"5048524,401";"4465340,699";"2598560,084";"644404,8";"10802,199";"626831,104";"38031,642";"65,774";"1,8";"1081,792";"1307503,081";"1321219,111";"4807493,178";"42661,443";"3277784,2";"4508002,142";"249691,528";"4757693,67";"241031,223";"3431838,442";"1606712,751";"5038551,193";"17141,86";"188234,059";"56188,89";"207929,803";"469494,612";"259900,271";"113748";"83965,952";"927108,835";"368838,892";"140480,696";"0,039";"509319,627";"6480890,449";"5910,794";"5172512,285";"162480,83";"262128,863";"5597121,978";"1321219,111";"1963956,359";"241031,223";"5838153,201";"206478,435";"60,223";"50592,745";"2768,868";"646380,165";"66979,789"
"2016-08";"49035,294";"2499662,824";"1,099";"22431";"641569,614";"363832,495";"310539,248";"125929,434";"19824,5";"327702,606";"1811828,897";"1791915,403";"2570729,459";"1380080,899";"5249728,195";"5066821,498";"4418790,687";"2658612,607";"640544,6";"5121,545";"947449,309";"12411,754";"3821,911";"0,1";"9186,299";"1609008,706";"1618535,518";"4742936,76";"37457,581";"3277784,2";"4456248,267";"237653,198";"4693901,466";"323884,738";"3195406,14";"1444839,791";"4640245,931";"20440,838";"150277,606";"56840,308";"170208,964";"397767,716";"263525,08";"118151,848";"84154,228";"863598,872";"346635,936";"134858,072";"1,403";"481495,411";"5990008,159";"4667,945";"5069974,269";"153516,028";"249339,745";"5472830,042";"1618535,518";"1811828,897";"323884,738";"5796714,78";"210592,377";"60,201";"50101,077";"2771,425";"624676,681";"64758,892"
"2016-09";"46637,698";"2387808,524";"0,985";"5981,2";"542267,574";"243322,619";"194403,622";"29806,975";"21777,6";"357996,842";"1395556,432";"1376056,058";"1912215,205";"1110680,778";"4413010,715";"5190833,081";"4540957,375";"2789618,278";"783322,5";"22657,88";"1326891,762";"24760,874";"2094,336";"0";"2196,467";"2153878,424";"2161923,819";"4858644,228";"33283,392";"3277784,2";"4574240,767";"237765,763";"4812006,53";"332188,853";"2367631,441";"1157565,467";"3525196,908";"19330,671";"136194,038";"52548,712";"585230,667";"793304,088";"263591,247";"114402,499";"72775,103";"1244072,937";"217032,234";"118538,018";"7,397";"335577,649";"5111467,064";"6619,57";"5149089,549";"147036,185";"249519,864";"5545645,598";"2161923,819";"1395556,432";"332188,853";"5877834,451";"210881,156";"60,175";"49825,225";"2824,691";"455416,236";"46884,689"
"2016-10";"69595,211";"2119424,832";"0,955";"3908,9";"505238,895";"266602,63";"184569,108";"95165,114";"22560,1";"394767,275";"1472812,022";"1452124,027";"1644847,344";"1032626,894";"4750803,126";"5673789,57";"4919886,537";"2663259,19";"885247,1";"45015,832";"1405370,521";"30852,438";"8059,532";"0";"6327,386";"2375110,471";"2380872,809";"5276599,274";"30665,189";"3277784,2";"4950551,725";"256452,337";"5207004,063";"397190,296";"2038952,554";"1073136,976";"3112089,53";"282054,043";"152946,625";"51797,455";"905462,302";"1392260,425";"250131,591";"108833,229";"85756,961";"1836982,206";"462706,197";"64539,172";"0,309";"527245,678";"5480973,477";"4656,063";"5557173,016";"165592,379";"269078,573";"5991843,968";"2380872,809";"1472812,022";"397190,296";"6389034,264";"195519,753";"60,209";"51546,512";"3005,117";"394105,21";"40510,082"
"2016-11";"74551,438";"1973860,199";"1,07";"4575,4";"645181,209";"332417,235";"180690,21";"100618,368";"25119,3";"109681,385";"1398283,107";"1377840,738";"1637527,414";"894501,598";"5035359,26";"6108389,239";"5244159,969";"2432067,154";"792885,9";"38555,975";"1407495,229";"51083,298";"6427,934";"0";"160979,351";"2450870,717";"2457427,687";"5637313,731";"34442,563";"3277784,2";"5278602,533";"284159,761";"5562762,293";"471075,508";"2013880,292";"932589,632";"2946469,924";"279716,662";"140327,447";"49328,488";"1258605,676";"1727978,273";"244770,017";"112454,56";"84183,869";"2169386,719";"580639,589";"46213,618";"3,659";"626856,866";"5744237,568";"1524,059";"5857761,668";"175534,368";"299010,604";"6332306,64";"2457427,687";"1398283,107";"471075,508";"6803382,148";"190498,284";"60,204";"51207,337";"3004,192";"376352,878";"38088,034"
"2016-12";"90075,807";"1378104,85";"0,82";"672,9";"437581,789";"326899,966";"288653,042";"87293,388";"26032";"318661,166";"1485794,251";"1471562,19";"1288624,572";"1174456,821";"5312620,963";"6343523,922";"5432491,164";"2053229,831";"1058525,1";"59973,498";"1340221,991";"24841,77";"12983,632";"0";"12198,743";"2502465,149";"2508744,734";"5870163,001";"37927,107";"3277784,2";"5470418,272";"309668,923";"5780087,194";"473360,921";"1585190,467";"1203639,491";"2788829,958";"295392,493";"169648,539";"149573,962";"1580400,902";"2195015,896";"279973,979";"123240,237";"87949,489";"2686179,601";"529378,59";"46528,41";"1,276";"575908,276";"6055675,831";"4757,996";"6082908,752";"199155,42";"323201,221";"6605265,393";"2508744,734";"1485794,251";"473360,921";"7078626,314";"223842,52";"59,209";"53107,576";"2964,674";"296565,895";"29182,67"
"2017-01";"105845,075";"797805,635";"0,7";"107,9";"419556,94";"297363,097";"395708,636";"68387,02";"26164,3";"508860,025";"1716147,918";"1697459,617";"1061373,563";"1123481,11";"5774520,363";"6906639,528";"5861695,285";"1582866,831";"1134386,5";"86206,226";"1559768,625";"14151,544";"30769,938";"0";"7416,493";"2829578,782";"2832699,326";"6341040,749";"44310,71";"3277784,2";"5906005,994";"329189,679";"6235195,674";"565598,779";"1266508,698";"1145320,566";"2411829,264";"359569,642";"175424,697";"168421,953";"2280671,3";"2984087,592";"266150,396";"113573,276";"94673,874";"3458485,138";"606851,06";"57932,169";"0,109";"664783,338";"6536666,895";"1569,155";"6521591,141";"222260,621";"343767,762";"7087619,524";"2832699,326";"1716147,918";"565598,779";"7653218,303";"210857,628";"60,154";"52349,372";"2883,242";"205135,135";"21839,456"
"2017-02";"78935,721";"746352,61";"0,933";"13,3";"557027,146";"179330,646";"342567,374";"96333,359";"23747,4";"269310,59";"1468329,815";"1453120,409";"1273982,432";"603321,773";"4521740,976";"6039779";"5056916,867";"1290719,572";"1004433,5";"71540,705";"1859350,469";"10431,748";"7062,401";"0";"22372,775";"2971158,433";"2975191,598";"5452817,938";"36223,843";"3277784,2";"5093140,71";"280741,507";"5373882,217";"586961,062";"1495457,9";"625524,138";"2120982,038";"256716,862";"163396,065";"107525,765";"1588591,827";"2116230,519";"241798,915";"110620,187";"78957,694";"2547607,315";"423907,892";"64292,848";"16,417";"488217,157";"5158407,767";"1601,257";"5608668,051";"179001,488";"290638,949";"6078308,488";"2975191,598";"1468329,815";"586961,062";"6665269,55";"191252,673";"3,442";"47700,858";"2841,942";"221475,468";"22202,365"
"2017-03";"71629,16";"640387,936";"1,082";"705";"776549,776";"260951,863";"339821,456";"152271,634";"26107,8";"328615,133";"1885022,662";"1864775,21";"1971288,013";"809203,323";"5142154,96";"6044774,51";"5144017,986";"1243430,64";"911995,7";"40737,993";"1756926,981";"23599,91";"5141,366";"0";"33079,586";"2767394,76";"2771481,536";"5529430,068";"42178,892";"3277784,2";"5186196,877";"271604,03";"5457800,908";"515344,442";"2358941,043";"848680,321";"3207621,364";"187889,112";"177967,401";"48504,022";"1067395,096";"1481755,631";"277247,864";"115131,944";"75676,396";"1949811,835";"604558,099";"111904,677";"10,132";"716472,908";"5875329,614";"1423,507";"5781670,893";"182267,003";"282506,15";"6246444,046";"2771481,536";"1885022,662";"515344,442";"6761788,488";"222316,674";"9,288";"51689,404";"3232,498";"387653,03";"39476,998"
"2017-04";"52151,626";"540687,091";"0,849";"1318,8";"551069,617";"186402,077";"446313,94";"105186,491";"24956,4";"566954,077";"1882201,402";"1866625,49";"1835372,155";"859277,396";"4661170,169";"5431565,961";"4610708,389";"1362844,786";"1066720,9";"42741,258";"1502597,12";"7457,082";"22103,125";"0";"127,204";"2637021,282";"2641746,689";"4948286,732";"41893,369";"3277784,2";"4652601,757";"243533,348";"4896135,106";"483279,229";"2276559,207";"904478,156";"3181037,363";"95353,239";"174876,177";"34096,872";"657330,548";"961656,836";"254715,976";"110759,363";"78278,39";"1405410,565";"685423,103";"115436,866";"0,33";"800860,299";"5387848,479";"540,252";"5249178,653";"160469,771";"254466,113";"5664114,537";"2641746,689";"1882201,402";"483279,229";"6147393,766";"201861,612";"9,282";"49781,594";"3063,488";"441187,052";"45200,76"
"2017-05";"49697,118";"1012729,003";"0,942";"21025,6";"422472,029";"241126,832";"541436,598";"104201,963";"253,4";"634656,595";"1965173,017";"1948089,918";"2538129,634";"1062225,491";"5131564,41";"5339871,382";"4539544,926";"1512859,144";"828496,6";"2464,236";"1315198,387";"2279,8";"13699,282";"0";"0";"2156396,89";"2162138,305";"4878622,023";"44249,767";"3277784,2";"4583794,694";"245130,212";"4828924,905";"461249,359";"3144234,451";"1125759,69";"4269994,141";"33831,6";"191485,417";"29524,401";"273415,498";"528256,916";"257499,182";"122091,35";"88654,839";"996502,287";"490354,141";"165135,968";"0,285";"655490,394";"5922899,435";"912,613";"5239132,893";"163269,023";"256213,448";"5658615,364";"2162138,305";"1965173,017";"461249,359";"6119864,723";"203929,958";"11,172";"50349,408";"3208,644";"606104,817";"63534,199"
"2017-06";"50760,907";"1993428,653";"0,788";"6948,5";"382965,248";"210299,946";"437736,144";"111440,934";"3575,3";"652949,993";"1805916,065";"1785499,365";"2094141,931";"1103684,285";"4786355,047";"5184909,186";"4431994,332";"1663254,498";"810265,2";"3772,677";"1363947,388";"3637,02";"6715,306";"0";"0,02";"2184053,504";"2188337,611";"4763058,152";"44369,475";"3277784,2";"4476363,807";"235933,438";"4712297,245";"421851,034";"2600040,64";"1157165,447";"3757206,087";"27530,013";"184434,444";"47824,651";"517362,077";"777151,185";"250523,622";"124444,581";"85243,543";"1237362,931";"426867,609";"168796,32";"0,877";"595664,806";"5591128,42";"894,596";"5141972,29";"163418,204";"246308,438";"5551698,932";"2188337,611";"1805916,065";"421851,034";"5973549,966";"200410,008";"9,052";"47297,127";"2807,435";"505898,709";"53481,162"
"2017-07";"53475,973";"2557002,627";"0,874";"4044";"399221,448";"258402,042";"442649,606";"125354,143";"25755,6";"571582,121";"1827008,96";"1808681,584";"2222652,674";"1218690,634";"5009897,793";"5218246,442";"4537130,728";"1893892,554";"800747,6";"38509,247";"1166229,227";"14324,238";"2854,204";"0";"0";"2017030,233";"2022664,516";"4877182,422";"46919,125";"3277784,2";"4584049,853";"239656,596";"4823706,449";"341064,02";"2731770,845";"1272277,596";"4004048,441";"22337,927";"198946,095";"58300,405";"472937,421";"752521,848";"275151,398";"123922,728";"88797,312";"1240393,286";"410770,04";"162832,803";"4,139";"573606,982";"5819412,955";"1364,246";"5253020,973";"169905,44";"251078,078";"5674004,491";"2022664,516";"1827008,96";"341064,02";"6015068,511";"223126,763";"9,056";"49012,624";"3002,955";"509118,171";"53586,962"
"2017-08";"56269,689";"2774029,12";"1,098";"13046,1";"505700,956";"346904,416";"510185,288";"36334,711";"25700,8";"591740,261";"2029612,532";"2013404,182";"2446334,404";"1502738,878";"5479484,747";"5164721,417";"4498558,49";"2122171,321";"659344,6";"33077,398";"1009700,242";"1191,47";"837,874";"0";"0";"1698640,852";"1704151,584";"4841743,286";"48231,442";"3277784,2";"4546789,932";"238683,665";"4785473,597";"322978,131";"2991254,911";"1560123,679";"4551378,59";"19278,309";"191995,423";"65299,468";"461728,326";"738301,526";"250234,622";"124924,675";"81011,322";"1194472,145";"384427,119";"159402,872";"0,411";"543830,402";"6291328,01";"1646,873";"5217766,263";"172623,937";"252498,731";"5642888,931";"1704151,584";"2029612,532";"322978,131";"5965867,062";"199487,103";"9,056";"47934,69";"2803,773";"544920,507";"57384,801"
"2017-09";"56759,596";"2791258,576";"1,27";"6460,5";"595277,623";"389081,785";"478932,954";"151311,763";"24729,1";"453517,853";"2099311,578";"2081041,164";"2499295,549";"1360813,855";"5640948,527";"5293407,897";"4629535,537";"2249113,783";"780388,3";"8960,492";"928064,563";"10938,566";"583,541";"0";"10132,054";"1733500,534";"1739067,516";"4973468,599";"48609,047";"3277784,2";"4678144,584";"238564,419";"4916709,003";"319939,298";"3086761,109";"1422719,176";"4509480,285";"46818,088";"153822,103";"60544,96";"507492,884";"768678,035";"279428,452";"122045,858";"69996,528";"1240148,873";"554811,355";"96223,101";"8,783";"651043,239";"6401419,577";"747,18";"5295021,823";"174547,764";"251666,63";"5721236,217";"1739067,516";"2099311,578";"319939,298";"6041175,515";"228447,625";"9,051";"48307,407";"2664,369";"587465,56";"61905,321"
"2017-10";"62505,055";"2789297,337";"1,096";"4803,1";"745149,172";"242240,929";"455203,85";"135000,725";"25546,7";"593808,939";"2201753,415";"2179926,506";"1959676,087";"994265,979";"5192814,474";"5717059,785";"4836590,687";"2209313,316";"983696,6";"31441,74";"1683789,577";"3251,284";"5394,32";"6,8";"3027,726";"2704171,817";"2710608,047";"5216763,25";"46643,797";"3277784,2";"4883234,483";"271023,711";"5154258,195";"500296,535";"2427990,443";"1042725,721";"3470716,164";"169536,838";"196263,655";"59539,116";"864905,65";"1290245,259";"273527,333";"78498,454";"75960,466";"1718231,512";"659197,556";"94177,084";"7,667";"753382,307";"5942838,656";"508,673";"5496276,912";"173048,46";"282071,381";"5951396,753";"2710608,047";"2201753,415";"500296,535";"6451693,288";"219480,485";"9,037";"51215,314";"2822,497";"468314,356";"48459,742"
"2017-11";"79718,058";"2456526,496";"1,184";"2566,2";"767974,099";"306805,127";"390843,434";"124550,433";"24991,8";"483668,274";"2101399,367";"2081876,883";"1920093,744";"1065081,304";"5528854,502";"6171922,602";"5286065,239";"2070180,147";"1048205,1";"43655,088";"1616117,317";"6968,5";"11835,429";"0";"3669,127";"2724944,983";"2730450,561";"5703226,684";"41681,192";"3277784,2";"5327746,431";"295762,195";"5623508,626";"468695,918";"2332164,782";"1107649,21";"3439813,992";"279091,965";"168124,49";"46962,384";"1228737,868";"1722916,707";"251725,868";"101785,417";"87753,852";"2164181,844";"549279,779";"47947,16";"22,847";"597249,786";"6202582,271";"1336,649";"5866720,601";"188366,787";"307850,159";"6362937,547";"2730450,561";"2101399,367";"468695,918";"6831633,465";"200971,743";"9,033";"48060,896";"2684,196";"412071,038";"42567,906"
"2017-12";"77994,541";"2161535,029";"1,145";"1437,4";"764607,219";"302109,899";"303812,454";"112572,832";"25822,1";"324273,542";"1834635,446";"1810897,481";"1811266,866";"962415,546";"5376556,931";"6445591,307";"5459848,02";"1864784,508";"977104,7";"59946,216";"1747426,978";"36188,482";"13415,521";"0";"49807,471";"2879931,857";"2883889,368";"5887754,984";"44183,855";"3277784,2";"5504031,874";"305728,568";"5809760,443";"557836,323";"2165674,881";"997952,136";"3163627,017";"259880,283";"180454,42";"56763,207";"1143844,895";"1640942,805";"275729,114";"118365,995";"84216,795";"2119254,709";"772648,046";"45958,196";"3,654";"818609,896";"6102803,171";"1311,549";"6082609,546";"193397,91";"318213,314";"6594220,77";"2883889,368";"1834635,446";"557836,323";"7152057,093";"221233,2";"84,244";"51656,356";"2755,314";"354408,015";"35536,59"
"2018-01";"85807,976";"1760158,978";"1,484";"14996,9";"671480,434";"277693,416";"391308,974";"129785,099";"25998";"309346,006";"1820608,829";"1794518,361";"2237750,198";"1140049,996";"5949902,787";"6463263,474";"5514921,043";"1689201,838";"729275,9";"56343,224";"1473356,483";"20883,402";"5117,011";"0";"30761,502";"2307879,048";"2315737,522";"5954839,817";"47347,871";"3277784,2";"5562268,915";"306762,927";"5869031,841";"508423,657";"2619593,393";"1179417,255";"3799010,648";"253573,266";"163273,853";"62234,536";"1271808,303";"1750889,958";"283523,866";"116012,449";"79870,127";"2230296,4";"569652,136";"45940,356";"12,512";"615605,004";"6653535,983";"8623,931";"6116916,503";"202383,547";"320940,969";"6640241,019";"2315737,522";"1820608,829";"508423,657";"7148664,676";"228905,129";"15,198";"52027,941";"2575,598";"381843,195";"39367,259"
